# FAKE_X_DATA REAL_DATA FAKE_Y_DATA
7.339999999999999858e+00 -1.248209600000000030e+01 -8.130504023519559809e+00
7.360000000000000320e+00 -1.251513600000000181e+01 -1.421918773675718128e+01
7.379999999999999893e+00 -1.254830400000000168e+01 -1.912120899543489116e+01
7.400000000000000355e+00 -1.258160000000000167e+01 -1.321891389548746787e+01
7.419999999999999929e+00 -1.261502399999999824e+01 -1.002112462902744738e+01
7.440000000000000391e+00 -1.264857600000000204e+01 -1.155459816661941197e+01
7.459999999999999964e+00 -1.268225600000000242e+01 -1.529281345354672439e+01
7.480000000000000426e+00 -1.271606400000000292e+01 -2.027655522553950007e+01
7.500000000000000000e+00 -1.275000000000000000e+01 -1.161858302273349430e+01
7.519999999999999574e+00 -1.278406399999999898e+01 -1.814405204877906641e+01
7.540000000000000036e+00 -1.281825600000000343e+01 -1.858931151214331834e+01
7.559999999999999609e+00 -1.285257599999999911e+01 -1.072944235255165601e+01
7.580000000000000071e+00 -1.288702400000000026e+01 -1.530439181392641856e+01
7.599999999999999645e+00 -1.292159999999999975e+01 -1.710556498699013162e+01
7.620000000000000107e+00 -1.295630399999999938e+01 -1.909065173011295968e+01
7.639999999999999680e+00 -1.299113600000000091e+01 -1.469622020688669828e+01
7.660000000000000142e+00 -1.302609600000000079e+01 -1.260811203289833848e+01
7.679999999999999716e+00 -1.306118400000000079e+01 -1.287844224760868528e+01
7.700000000000000178e+00 -1.309640000000000271e+01 -6.341389089922267353e+00
7.719999999999999751e+00 -1.313174399999999942e+01 -1.004497830016224036e+01
7.740000000000000213e+00 -1.316721599999999981e+01 -1.186817535174851734e+01
7.759999999999999787e+00 -1.320281599999999855e+01 -1.480638232057964565e+01
7.780000000000000249e+00 -1.323854400000000098e+01 -8.096632807930049580e+00
7.799999999999999822e+00 -1.327439999999999998e+01 -1.204260049317230674e+01
7.820000000000000284e+00 -1.331038400000000088e+01 -1.098042241277956066e+01
7.839999999999999858e+00 -1.334649600000000014e+01 -1.035682470857646109e+01
7.860000000000000320e+00 -1.338273600000000130e+01 -3.541495134084449603e+00
7.879999999999999893e+00 -1.341910400000000081e+01 -1.796939006457794719e+01
7.900000000000000355e+00 -1.345560000000000045e+01 -1.509793053808377294e+01
7.919999999999999929e+00 -1.349222400000000022e+01 -1.442265427945304346e+01
7.940000000000000391e+00 -1.352897600000000189e+01 -7.329910738624933586e+00
7.959999999999999964e+00 -1.356585600000000014e+01 -6.058395658678579210e+00
7.980000000000000426e+00 -1.360286400000000029e+01 -1.631099038100962417e+01
8.000000000000000000e+00 -1.364000000000000234e+01 -2.662363759820662068e+01
8.019999999999999574e+00 -1.367726399999999742e+01 -1.661609524042604491e+01
8.039999999999999147e+00 -1.371465599999999796e+01 -1.416445528727326320e+01
8.060000000000000497e+00 -1.375217600000000218e+01 -1.065350077725464040e+01
8.080000000000000071e+00 -1.378982400000000119e+01 -1.754548545367616086e+01
8.099999999999999645e+00 -1.382760000000000034e+01 -1.652547491854756956e+01
8.119999999999999218e+00 -1.386550399999999783e+01 -8.241031745079862247e+00
8.140000000000000568e+00 -1.390353599999999901e+01 -9.736363071903245014e+00
8.160000000000000142e+00 -1.394169600000000031e+01 -1.699525710720382676e+01
8.179999999999999716e+00 -1.397998400000000174e+01 -1.203543357376003442e+01
8.199999999999999289e+00 -1.401839999999999975e+01 -1.249907591898337600e+01
8.220000000000000639e+00 -1.405694400000000144e+01 -1.162282905159469948e+01
8.240000000000000213e+00 -1.409561599999999970e+01 -2.188439872883782300e+01
8.259999999999999787e+00 -1.413441600000000165e+01 -1.515593625211568352e+01
8.279999999999999361e+00 -1.417334400000000016e+01 -9.977808497089741380e+00
8.300000000000000711e+00 -1.421240000000000236e+01 -1.710465875283660608e+01
8.320000000000000284e+00 -1.425158400000000114e+01 -1.247342233504306463e+01
8.339999999999999858e+00 -1.429089600000000004e+01 -9.379670962556222236e+00
8.359999999999999432e+00 -1.433033599999999907e+01 -1.428290692313348664e+01
8.380000000000000782e+00 -1.436990400000000356e+01 -2.335511068545841340e+01
8.400000000000000355e+00 -1.440960000000000107e+01 -9.515397992531909210e+00
8.419999999999999929e+00 -1.444942399999999871e+01 -1.607207224987749328e+01
8.439999999999999503e+00 -1.448937600000000003e+01 -1.836266949552392802e+01
8.460000000000000853e+00 -1.452945600000000326e+01 -8.739885410992830117e+00
8.480000000000000426e+00 -1.456966400000000306e+01 -1.784828224922214090e+01
8.500000000000000000e+00 -1.461000000000000121e+01 -1.795879744461246119e+01
8.519999999999999574e+00 -1.465046399999999949e+01 -1.453738620398919323e+01
8.539999999999999147e+00 -1.469105599999999967e+01 -1.986765206219428492e+01
8.560000000000000497e+00 -1.473177599999999998e+01 -5.368660955847612826e+00
8.580000000000000071e+00 -1.477262399999999865e+01 -1.961715003876772556e+01
8.599999999999999645e+00 -1.481359999999999921e+01 -1.310063351971307100e+01
8.619999999999999218e+00 -1.485470400000000168e+01 -1.635113664844288195e+01
8.640000000000000568e+00 -1.489593600000000073e+01 -1.281513199865977803e+01
8.660000000000000142e+00 -1.493729599999999991e+01 -1.694639695417087566e+01
8.679999999999999716e+00 -1.497878400000000099e+01 -1.532836361325702690e+01
8.699999999999999289e+00 -1.502039999999999864e+01 -1.386592407866028687e+01
8.720000000000000639e+00 -1.506214400000000353e+01 -9.694191865542078901e+00
8.740000000000000213e+00 -1.510401600000000144e+01 -8.288276552803683472e+00
8.759999999999999787e+00 -1.514601600000000126e+01 -1.408366236711873043e+01
8.779999999999999361e+00 -1.518814400000000120e+01 -2.240164474093172231e+01
8.800000000000000711e+00 -1.523040000000000127e+01 -1.305699142775094579e+01
8.820000000000000284e+00 -1.527278400000000147e+01 -1.164501206087718188e+01
8.839999999999999858e+00 -1.531529600000000180e+01 -2.268823386287328248e+01
8.859999999999999432e+00 -1.535793600000000048e+01 -1.867879915854279460e+01
8.880000000000000782e+00 -1.540070400000000284e+01 -2.150672513998280522e+01
8.900000000000000355e+00 -1.544360000000000532e+01 -1.771678427344300744e+01
8.919999999999999929e+00 -1.548662399999999906e+01 -2.060329577617329733e+01
8.939999999999999503e+00 -1.552977600000000002e+01 -1.752871746388300522e+01
8.960000000000000853e+00 -1.557305600000000112e+01 -1.536447302361889022e+01
8.980000000000000426e+00 -1.561646400000000412e+01 -1.699110557162941149e+01
9.000000000000000000e+00 -1.566000000000000014e+01 -1.114474430097533109e+01
9.019999999999999574e+00 -1.570366399999999985e+01 -1.803821690396964783e+01
9.039999999999999147e+00 -1.574745599999999790e+01 -1.154347718695040292e+01
9.060000000000000497e+00 -1.579137599999999964e+01 -1.993895622204679086e+01
9.080000000000000071e+00 -1.583542399999999972e+01 -1.508442763634444894e+01
9.099999999999999645e+00 -1.587959999999999994e+01 -1.812446630853760965e+01
9.119999999999999218e+00 -1.592390399999999850e+01 -1.756282305470037031e+01
9.140000000000000568e+00 -1.596833600000000253e+01 -8.592455481122975414e+00
9.160000000000000142e+00 -1.601289600000000135e+01 -1.186609744222857188e+01
9.179999999999999716e+00 -1.605758399999999853e+01 -4.575439307277957113e+00
9.199999999999999289e+00 -1.610239999999999938e+01 -1.675129924966973860e+01
9.220000000000000639e+00 -1.614734400000000392e+01 -2.139819580390531684e+01
9.240000000000000213e+00 -1.619241600000000147e+01 -1.301603738900727336e+01
9.259999999999999787e+00 -1.623761599999999916e+01 -2.202987245175449260e+01
9.279999999999999361e+00 -1.628294400000000053e+01 -2.293635031512430800e+01
9.300000000000000711e+00 -1.632840000000000202e+01 -1.708907553265396828e+01
9.320000000000000284e+00 -1.637398400000000009e+01 -1.403125988838058369e+01
9.339999999999999858e+00 -1.641969599999999829e+01 -1.486837593884244413e+01
9.359999999999999432e+00 -1.646553600000000017e+01 -1.708144844944412810e+01
9.380000000000000782e+00 -1.651150400000000218e+01 -2.162051928390219047e+01
9.400000000000000355e+00 -1.655760000000000076e+01 -2.115082305505710991e+01
9.419999999999999929e+00 -1.660382400000000302e+01 -2.129664196073195725e+01
9.439999999999999503e+00 -1.665017599999999831e+01 -1.589196175005396050e+01
9.460000000000000853e+00 -1.669665600000000438e+01 -2.399733433813707251e+01
9.480000000000000426e+00 -1.674326399999999992e+01 -1.436667358159843033e+01
9.500000000000000000e+00 -1.678999999999999915e+01 -1.318919153655652465e+01
9.519999999999999574e+00 -1.683686399999999850e+01 -2.006000177790822647e+01
9.539999999999999147e+00 -1.688385600000000153e+01 -1.389562173967571113e+01
9.560000000000000497e+00 -1.693097600000000114e+01 -8.749979478839279068e+00
9.580000000000000071e+00 -1.697822400000000087e+01 -1.039854765734604847e+01
9.599999999999999645e+00 -1.702560000000000073e+01 -6.352800057686282642e+00
9.619999999999999218e+00 -1.707310399999999717e+01 -1.665406221176716528e+01
9.640000000000000568e+00 -1.712073600000000084e+01 -1.814827902449843577e+01
9.660000000000000142e+00 -1.716849600000000109e+01 -2.369028466684556378e+01
9.679999999999999716e+00 -1.721638399999999791e+01 -1.623646503434584432e+01
9.699999999999999289e+00 -1.726440000000000197e+01 -1.650121368007227929e+01
9.720000000000000639e+00 -1.731254400000000260e+01 -1.738305888410510391e+01
9.740000000000000213e+00 -1.736081599999999980e+01 -2.147569198249147959e+01
9.759999999999999787e+00 -1.740921600000000069e+01 -1.649375408604514703e+01
9.779999999999999361e+00 -1.745774399999999815e+01 -1.605645211431844643e+01
9.800000000000000711e+00 -1.750640000000000285e+01 -5.816467803964375349e+00
9.820000000000000284e+00 -1.755518400000000057e+01 -1.778583974837256676e+01
9.839999999999999858e+00 -1.760409599999999841e+01 -1.312733359300018066e+01
9.859999999999999432e+00 -1.765313599999999639e+01 -2.366785217888525494e+01
9.880000000000000782e+00 -1.770230400000000515e+01 -1.881361751379466440e+01
9.900000000000000355e+00 -1.775160000000000338e+01 -1.284231057922553987e+01
9.919999999999999929e+00 -1.780102400000000173e+01 -1.304422804503115252e+01
9.939999999999999503e+00 -1.785057600000000022e+01 -2.046914270905602962e+01
9.960000000000000853e+00 -1.790025600000000239e+01 -1.356747878932263873e+01
9.980000000000000426e+00 -1.795006400000000113e+01 -1.201524842126182868e+01
