            SourceId      RAdeg     DEdeg  o_Gmag  o_GBPmag  o_GRPmag          Per    Gmag  GBPmag  GRPmag      R21      R31    Phi21    Phi31    Plx  e_Plx  E(BP/RP)   epsi  Signiepsi    RUWE       Class   New     Notes
 4757352209396545664   82.53930 -63.27145      31        21        22     1.150170  16.744  17.029  16.281    0.152 -999.000    3.718 -999.000 -0.015  0.046     1.207  0.128      0.641   1.096     DCEP_1O  -999      -999
 4117130567344719232  266.37656 -21.56332      17        16        16     1.153360  15.566  16.658  14.461 -999.000 -999.000 -999.000 -999.000  0.121  0.052     1.438  0.104      0.697   0.958     DCEP_1O  -999      -999
 4077490291331290368  278.75571 -24.01232      15        14        14     1.153860  14.346  14.713  13.764    0.206 -999.000    4.048 -999.000  0.088  0.040     1.256  0.000      0.000   0.964         ---  -999      NC:i
 6213841310986885248  232.01330 -26.00102      23        20        20     1.153880  11.628  12.345  10.791    0.301 -999.000    2.759 -999.000  1.956  0.039     1.347  0.000      0.000   1.282       OTHER  -999      -999
 4703965697180635136    9.31520 -67.04117      32        25        26     1.157290  17.890  18.118  17.433    0.411    0.249    4.220    2.285 -0.055  0.099     1.219  0.000      0.000   0.893      DCEP_F  -999      -999
 5003212183410989696   14.89146 -33.65862      64        45        56     1.157760  18.770  18.926  17.515    0.404    0.234    4.070    2.095  0.119  0.219     1.265  0.000      0.000   0.972      ACEP_F  -999       c,g
 4666616485480394368   60.40851 -69.47789      30        27        25     1.159050  16.294  16.454  15.900    0.516    0.304    4.129    2.088 -0.084  0.045     1.246  0.258      3.603   1.174      DCEP_F  -999       f,g
 4084232324748031616  289.80262 -18.95578      17        14        16     1.159520  16.594  16.823  16.172    0.408 -999.000    4.021 -999.000 -0.030  0.077     1.241  0.000      0.000   0.985         ---  -999    NC:c,b
 6225221325055140864  223.65032 -27.58212      17        13        13     1.161990  15.817  16.130  15.493    0.268 -999.000    3.844 -999.000  0.060  0.053     1.189  0.000      0.000   1.048       OTHER  -999      -999
 5604731630351388928  109.71092 -32.64398      29        24        24     1.163240  12.742  13.021  12.293    0.265 -999.000    4.125 -999.000  0.060  0.023     1.182  0.000      0.000   0.881     DCEP_1O  -999      -999
 4693976423589147648   27.99098 -69.98706      29        26        27     1.164120  17.175  17.365  16.804    0.248    0.068    4.102    2.147 -0.023  0.068     1.212  0.000      0.000   1.010     DCEP_1O  -999      -999
 5237294738660182912  173.70859 -65.08935      27        22        23     1.164530  16.561  17.596  15.484    0.205 -999.000    4.389 -999.000  0.012  0.054     1.426  0.000      0.000   0.972     DCEP_1O     N      -999
 1208200864738741376  229.11868  16.44430      28        26        28     1.165470  11.851  12.216  11.516    0.578    0.408    4.186    2.099  0.247  0.036     1.246  0.000      0.000   1.137      ACEP_F  -999      -999
 2863845508203281024    5.68578  33.82597      36        34        29     1.167070  15.685  15.889  15.280    0.426    0.344    4.087    2.270  0.054  0.059     1.215  0.000      0.000   1.081      ACEP_F  -999      -999
 5265006108149270016   91.76627 -74.14746      25        21        23     1.169910  16.915  17.272  16.393    0.228 -999.000    4.121 -999.000 -0.123  0.059     1.233  0.000      0.000   1.041     DCEP_1O  -999      -999
 4703373747608086272    5.59416 -68.47642      35        27        28     1.173060  17.241  17.383  16.887    0.094 -999.000    3.924 -999.000 -0.118  0.071     1.228  0.000      0.000   0.897     DCEP_1O  -999      -999
 4161946665611276416  265.86173 -12.65456      14        14        12     1.173880  16.277  16.773  15.459    0.227 -999.000    4.286 -999.000  0.207  0.084     1.329  0.092      0.333   1.037       OTHER  -999      -999
 4106982182477514624  282.19238 -10.44587      18        16        16     1.174740  15.506  16.210  14.896    0.193 -999.000    3.420 -999.000  0.275  0.046     1.261  0.000      0.000   1.012         ---  -999    NC:c,d
 4691081375113472256   20.83822 -70.57775      29        25        25     1.175640  17.328  17.451  17.018    0.577    0.563    3.697    1.721 -0.122  0.076     1.407  0.175      0.638   1.030      DCEP_F  -999      -999
  382372112206462336    7.23074  43.03351      20        17        18     1.178130  13.345  13.548  12.996    0.180 -999.000    4.904 -999.000  0.083  0.036     1.195  0.000      0.000   1.070       BLHER  -999      -999
 4396509638666473856  237.94412  -6.90622      36        34        31     1.180000  15.172  15.487  14.661    0.431 -999.000    4.392 -999.000 -0.008  0.043     1.224  0.069      0.638   1.126      ACEP_F  -999      -999
 4690696550340676864   19.82889 -70.86048      32        23        22     1.181270  17.012  17.247  16.613 -999.000 -999.000 -999.000 -999.000 -0.036  0.059     1.237  0.000      0.000   0.960  DCEP_MULTI  -999      -999
 4108890728502518144  257.49914 -26.56548      20        16        16     1.181830  15.948  16.485  15.191    0.310    0.146    4.690    2.991  0.090  0.060     1.340  0.000      0.000   1.000       BLHER  -999      -999
 4652373209998248832   72.57003 -74.23271      32        30        28     1.186220  16.943  17.252  16.455    0.168 -999.000    3.931 -999.000  0.026  0.052     1.227  0.059      0.110   1.082     DCEP_1O  -999      -999
 6634352251749247360  273.53920 -60.85024      27        27        28     1.186960  15.293  15.394  14.912    0.457    0.343    4.581    2.728  0.149  0.042     1.240  0.117      1.724   1.087      ACEP_F  -999      -999
 5328292657420033408  131.64116 -48.64938      32        25        27     1.197030  17.758  18.601  16.708    0.493    0.360    4.198    2.083  0.151  0.104     1.495  0.408      2.466   1.076      ACEP_F     N       f,g
 6046808525330579712  252.12103 -24.99222      31        31        28     1.198080  15.355  15.694  14.831    0.268    0.148    4.249    2.601 -0.100  0.067     1.230  0.000      0.000   0.989       BLHER  -999      -999
 6652381596744276480  274.03130 -55.73231      28        27        26     1.200600  14.829  15.073  14.416    0.274 -999.000    4.396 -999.000  0.044  0.034     1.206  0.000      0.000   1.062       BLHER  -999      -999
 4650275547972932608   84.58900 -74.11395      29        23        23     1.200740  16.627  16.914  16.174    0.261 -999.000    4.090 -999.000 -0.024  0.048     1.214  0.000      0.000   0.999     DCEP_1O  -999      -999
 5431999418776812160  147.18258 -39.35818      49        43        48     1.201720  13.339  13.651  12.849    0.291    0.162    4.587    2.899  0.199  0.018     1.228  0.000      0.000   1.135       BLHER  -999      -999
 4685118349894560128    7.25192 -75.20856      31        29        27     1.203270  17.112  17.301  16.781    0.267    0.105    4.359    2.573 -0.099  0.077     1.193  0.211      1.300   1.064     DCEP_1O  -999      -999
 4037627875180051456  273.68491 -37.63931      16        14        13     1.203760  15.875  16.182  15.460    0.173 -999.000    2.359 -999.000  0.055  0.058     1.234  0.000      0.000   0.987       OTHER  -999      -999
 6733431615373985024  278.16761 -36.09008      18        16        16     1.203900  15.557  15.927  15.112    0.627 -999.000    3.812 -999.000  0.051  0.049     1.209  0.000      0.000   1.004         ---  -999      NC:b
 6269240620965524992  213.90281 -28.71985      16        15        15     1.207970  10.579  11.667   9.558 -999.000 -999.000 -999.000 -999.000  0.206  0.032     1.379  0.000      0.000   1.212       OTHER  -999      -999
 4637614151878607232   20.74650 -76.24745      31        26        25     1.208570  17.799  17.950  17.365    0.786    0.573    3.732    0.867 -0.006  0.094     1.271  0.170      0.407   1.071      DCEP_F  -999      -999
 4358079989286734336  248.37722  -2.83732      40        36        36     1.209400  15.261  15.692  14.649    0.393    0.420    4.289    2.342  0.097  0.049     1.254  0.000      0.000   1.042      ACEP_F  -999         g
 4068787244472118784  266.73672 -23.16803      19        17        17     1.209440  15.897  16.643  14.931    0.308    0.127    4.459    2.810  0.056  0.051     1.408  0.000      0.000   0.990       BLHER  -999      -999
 4500728841169873408  265.48563  15.07505      20        18        17     1.209510  12.139  12.391  11.778    0.384    0.182    4.147    1.747  0.200  0.036     1.199  0.000      0.000   1.197      ACEP_F  -999      -999
 4221891970813502464  300.67697  -3.60962      34        33        31     1.210170  14.141  14.638  13.461    0.428    0.298    4.128    2.158  0.104  0.033     1.257  0.000      0.000   0.953      ACEP_F  -999      -999
 4117652908497020288  263.14203 -21.93139      18        18        18     1.211970  15.950  16.680  15.095    0.312 -999.000    4.412 -999.000  0.195  0.071     1.356  0.254      3.412   1.256       BLHER  -999       f,g
 4649352954637972224   73.46156 -74.63390      26        18        20     1.213910  16.746  17.072  16.286    0.207 -999.000    3.929 -999.000  0.080  0.062     1.221  0.143      0.691   1.029     DCEP_1O  -999      -999
 4705063044144940416   21.21681 -65.43852      29        28        24     1.216270  17.068  17.220  16.765    0.085 -999.000    3.980 -999.000 -0.039  0.076     1.217  0.161      0.704   1.000     DCEP_1O  -999      -999
 5612678213207148032  111.30775 -27.79913      34        32        32     1.216420  13.139  13.590  12.524    0.137 -999.000    3.835 -999.000  0.096  0.018     1.245  0.000      0.000   1.161     DCEP_1O  -999      -999
 5891529682147019648  220.27661 -57.04053      25        20        23     1.221420  18.524  19.419  17.505    0.455    0.425    4.291    2.295 -0.264  0.223     1.458  0.000      0.000   0.954         CEP     N       c,g
 6380344346806422784  355.95900 -72.09938      27        20        20     1.225500  18.293  18.559  17.856    0.382    0.235    3.744    1.739 -0.106  0.167     1.221  0.418      1.133   1.087      ACEP_F  -999      -999
 5834840099568788864  241.98124 -58.78225      38        36        35     1.235770  13.713  14.049  13.188    0.320    0.183    3.260    0.590  0.036  0.022     1.214  0.000      0.000   1.010      DCEP_F  -999      -999
 5784674881551467392  195.58824 -79.75731      29        23        24     1.238010  12.071  12.415  11.633    0.378    0.275    4.717    2.876  0.365  0.026     1.235  0.000      0.000   1.091       BLHER  -999      -999
 4058723174070783360  262.33319 -29.46542      19        18        18     1.238750  14.680  15.559  13.730    0.247 -999.000    4.409 -999.000  0.241  0.044     1.395  0.126      1.810   1.197       BLHER  -999      -999
 6372642714531489664  307.87984 -74.60619      32        30        28     1.238870  14.111  14.286  13.821    0.685    0.300    4.508    3.166  0.061  0.022     1.220  0.117      3.486   1.185      ACEP_F  -999       f,g
 5653136461526964224  133.62351 -23.52170      37        31        30     1.239950   7.081   7.416   6.622    0.198 -999.000    5.004 -999.000  3.902  0.053     1.194  0.000      0.000   0.933       BLHER  -999      -999
 6770666336110262144  289.93347 -23.80488      14        13        14     1.241810  10.755  11.759   9.789 -999.000 -999.000 -999.000 -999.000  0.190  0.053     1.323  0.000      0.000   0.923       OTHER  -999      -999
 5882357904135735168  234.44692 -58.14143      48        43        42     1.243360  13.578  13.953  13.018    0.332 -999.000    1.436 -999.000  0.279  0.019     1.233  0.000      0.000   0.908       OTHER  -999      -999
 5881792750773412864  232.99256 -59.66783      43        36        36     1.248290  14.323  14.997  13.632    0.533    0.306    4.292    2.354  0.111  0.026     1.302  0.000      0.000   1.059      ACEP_F  -999      -999
 1827156710702022528  298.32128  22.19885      31        29        31     1.248740  18.177  19.087  17.051    0.266    0.088    4.076    3.994 -0.348  0.152     1.555  0.263      0.654   1.036       OTHER  -999      -999
 4126464772527886208  251.95680 -22.77608      37        33        32     1.248750  13.581  14.129  12.843    0.484    0.318    4.232    2.318  0.190  0.031     1.271  0.000      0.000   0.988      ACEP_F  -999      -999
 4636112425153243904   16.19343 -76.86050      34        27        31     1.254570  17.337  17.545  16.838    0.688    0.401    5.215    4.310  0.005  0.058     1.254  0.000      0.000   1.017      DCEP_F  -999      -999
 5311837740049326848  137.44370 -52.56716      35        35        33     1.256930  17.959  19.080  16.881    0.238 -999.000    4.344 -999.000 -0.136  0.118     1.432  0.000      0.000   0.967     DCEP_1O     N      -999
 5826400596245881600  237.68013 -63.17346      34        24        26     1.257760  14.494  14.902  13.922    0.305 -999.000    5.110 -999.000  0.105  0.031     1.215  0.000      0.000   0.989       BLHER     N      -999
 1374376207437762688  235.28149  35.55455      35        36        36     1.271050  14.727  14.917  14.361    0.563    0.457    4.167    2.387  0.007  0.021     1.205  0.078      1.319   1.153      ACEP_F  -999      -999
 6684845089869881088  294.19110 -44.90426      21        21        20     1.271960  14.465  14.717  14.029    0.328    0.259    4.106    2.130  0.052  0.028     1.216  0.000      0.000   1.006      ACEP_F     N      -999
 4712510788018361856   26.02889 -62.66164      26        21        21     1.273440  18.116  18.194  17.660    0.434    0.343    4.173    2.217 -0.059  0.134     1.402  0.000      0.000   0.968      ACEP_F     N       c,g
 6854707988411248896  309.59267 -23.41170      39        33        33     1.282120  15.655  15.838  15.342    0.531    0.513    4.253    2.245 -0.103  0.065     1.200  0.000      0.000   1.011      ACEP_F  -999      -999
 5275872375404159360  120.53225 -64.21013      49        43        42     1.287000  17.448  17.758  17.028    0.573    0.323    4.313    2.367  0.090  0.090     1.276  0.227      0.874   1.098         CEP     N     c,g,i
 6101135802863101568  223.47135 -41.30921      15        12        13     1.288330  18.258  18.547  17.780    0.452 -999.000    4.558 -999.000  0.082  0.429     1.205  0.000      0.000   1.006       OTHER  -999      -999
 1303409157136772096  245.85353  25.83446      44        39        42     1.292150  14.716  14.953  14.326    0.170    0.099    3.275    6.270 -0.005  0.021     1.212  0.000      0.000   1.003     ACEP_1O  -999      -999
 5311347637061714304  137.25223 -53.59880      38        34        34     1.296230  12.218  12.736  11.552    0.139 -999.000    3.913 -999.000  0.185  0.027     1.247  0.000      0.000   0.990     DCEP_1O     N      -999
 4757337984469805440   80.24300 -63.02792      25        23        23     1.297970  16.871  16.986  16.612    0.394    0.111    3.604    1.064 -0.088  0.061     1.279  0.178      0.953   1.048      ACEP_F  -999      -999
 4690721839108141568   19.01385 -70.91305      27        21        21     1.304810  17.254  17.726  17.002    0.520    0.366    3.931    1.730 -0.011  0.088     1.252  0.000      0.000   0.941      DCEP_F  -999      -999
 4324569829811305856  248.58068 -16.01576      34        30        31     1.304980  18.202  18.736  17.426    0.264    0.121    4.201    4.058 -0.127  0.186     1.318  0.194      0.333   1.037       BLHER  -999      -999
 4380463606486873216  258.20783  -0.38709      29        27        26     1.306820  15.928  16.426  15.397    0.588    0.411    4.036    1.849  0.066  0.056     1.262  0.000      0.000   1.009      ACEP_F  -999      -999
 5613275454180075264  112.04712 -26.49072      35        29        32     1.307560  15.447  16.199  14.573    0.218    0.075    4.342    2.798  0.003  0.033     1.326  0.000      0.000   1.068     DCEP_1O     N      -999
 4698739817197286912   23.24870 -66.49795      32        30        30     1.309200  17.055  17.300  16.674    0.459    0.228    3.927    1.823 -0.132  0.064     1.220  0.000      0.000   1.054      DCEP_F  -999      -999
 5836182882547235968  240.72829 -56.70925      46        39        43     1.311200  17.128  17.881  16.195    0.221 -999.000    4.099 -999.000  0.423  0.141     1.399  0.790     19.214   1.540       BLHER     N       f,g
 5857396447520828288  196.47891 -67.30630      35        31        28     1.312750  15.124  15.570  14.431    0.222    0.123    4.075    2.436  0.010  0.032     1.297  0.000      0.000   1.025     DCEP_1O     N      -999
 5850730619576727552  207.98605 -66.76522      32        32        30     1.314450  15.313  15.766  14.606    0.214    0.082    4.044    2.701  0.064  0.063     1.300  0.336     12.807   1.651       BLHER     N       f,g
 5961882006716319104  263.22955 -38.55360      16        13        15     1.319710  16.959  18.070  15.853    0.194 -999.000    4.358 -999.000 -0.096  0.135     1.459  0.343      3.011   1.117       BLHER     N       f,g
  618248555005833472  141.75381  14.20283      16        14        13     1.321200  13.303  13.438  12.884    0.291 -999.000    4.346 -999.000  0.106  0.042     1.222  0.000      0.000   1.058       BLHER  -999      -999
 6406589380124274944  339.28140 -62.05281      35        30        29     1.321740  15.354  15.604  14.935    0.162 -999.000    4.505 -999.000  0.041  0.047     1.209  0.000      0.000   1.004         ---  -999    NC:c,i
 4096776962251069312  278.21363 -16.94167      14        12        12     1.325130  13.884  14.498  13.122    0.416 -999.000    4.248 -999.000  0.153  0.051     1.301  0.000      0.000   0.950       BLHER  -999      -999
 4112888690163639936  257.60415 -23.64792      21        21        19     1.325800  16.097  16.527  15.363    0.270    0.129    4.246    4.172  0.006  0.058     1.297  0.000      0.000   1.024       BLHER  -999      -999
 4134649262221615104  258.39633 -18.09767      18        15        15     1.327060  14.438  14.759  13.889    0.178 -999.000    4.132 -999.000 -0.302  0.107     1.234  0.577     45.501   3.090     DCEP_1O  -999       f,g
 4870701889593068672   67.58490 -34.93409      30        23        22     1.329460  18.780  18.756  18.370    0.379    0.415    3.524    1.306  0.140  0.192     1.269  0.000      0.000   0.955       OTHER  -999      -999
 1819177073743315456  308.78098  22.89168      26        24        22     1.344650  17.537  17.838  16.991    0.284 -999.000    4.257 -999.000  0.115  0.129     1.318  0.270      1.104   1.058       OTHER  -999      -999
 3671978789317599232  208.67684   5.21804      17        18        18     1.345290  15.202  16.123  14.262 -999.000 -999.000 -999.000 -999.000  0.005  0.038     1.314  0.000      0.000   0.917       OTHER  -999      -999
 5027214621028189696   15.06943 -33.79930      66        56        53     1.346060  18.535  18.709  18.114    0.473    0.311    4.171    2.262 -0.081  0.215     1.249  0.000      0.000   1.002      ACEP_F  -999       c,g
 4144535040077821184  268.31929 -17.50621      18        17        16     1.346740  16.505  17.121  15.658    0.269 -999.000    4.496 -999.000  0.072  0.071     1.377  0.000      0.000   1.049       BLHER     N      -999
 6342363504332224384  304.03140 -87.33882      30        25        30     1.350520  16.499  16.780  16.015    0.514    0.344    4.216    2.616  0.107  0.048     1.239  0.114      0.684   1.056         CEP  -999         i
 4249529466887856256  302.65445   6.11258      23        19        20     1.352920  15.409  15.701  14.885    0.230    0.065    4.355    4.763  0.107  0.043     1.224  0.000      0.000   1.018       BLHER  -999      -999
 1006383650035869696   90.84269  62.11455      40        37        35     1.354840  15.505  15.766  14.980    0.500    0.319    4.149    2.232 -0.109  0.046     1.263  0.000      0.000   1.035      ACEP_F  -999      -999
 6374169283347869696  303.94250 -71.92759      33        25        24     1.362240  16.360  16.603  15.936    0.388    0.213    4.257    2.373  0.000  0.061     1.216  0.162      1.571   1.071      ACEP_F     N      -999
 5298606801235832064  140.10591 -62.22648      38        35        36     1.366010  18.362  18.601  17.887    0.467    0.297    4.150    2.068 -0.103  0.150     1.318  0.000      0.000   0.940      DCEP_F     N      -999
 6685914571084812672  300.16306 -43.54628      18        18        18     1.366890  11.588  12.418  10.713 -999.000 -999.000 -999.000 -999.000  0.130  0.046     1.294  0.000      0.000   1.035       OTHER  -999      -999
 5850083595712857472  220.66054 -64.27433      50        42        46     1.371350  17.667  18.473  16.707    0.531    0.385    4.301    2.537 -0.079  0.108     1.355  0.000      0.000   0.988      DCEP_F     N      -999
 5896072250036106112  214.83836 -54.64453      57        47        48     1.373750  15.298  15.930  14.532    0.306    0.068    4.079    5.978  0.086  0.045     1.304  0.000      0.000   1.039       BLHER  -999      -999
 6018697994426978432  248.28377 -37.10126      18        14        13     1.377000  15.273  15.846  14.467    0.327 -999.000    4.159 -999.000  0.125  0.059     1.286  0.000      0.000   0.954       BLHER  -999      -999
 4162280019470004480  265.18888 -11.85144      14        13        13     1.377080  17.508  18.034  16.617    0.485    0.255    4.259    2.812 -0.234  0.179     1.372  0.415      2.130   1.108         ---  -999    NC:e,f
 6638377559519795456  287.85032 -59.94347      37        34        33     1.378270  12.883  13.128  12.461    0.160    0.135    4.428    5.200  0.280  0.044     1.224  0.000      0.000   1.055       BLHER  -999      -999
 4690414800484275840   12.25946 -70.13797      29        24        24     1.378670  17.086  17.389  16.782    0.413 -999.000    4.188 -999.000 -0.049  0.071     1.180  0.000      0.000   0.939      DCEP_F  -999      -999
  466930294463785856   48.27924  63.71215      34        33        31     1.382360  16.292  17.344  15.251    0.291    0.053    4.115    5.688  0.053  0.053     1.430  0.138      1.144   1.015       BLHER     N      -999
 6372109863708657280  321.87330 -71.78598      31        21        22     1.383710  15.082  15.354  14.656    0.367    0.144    4.283    2.452  0.074  0.030     1.226  0.000      0.000   0.900       BLHER     N      -999
 4506676060912169856  286.34787  14.80267      55        49        52     1.385160  15.135  15.921  14.219    0.246    0.212    4.646    1.801  0.149  0.042     1.353  0.000      0.000   0.925       BLHER     N      -999
 3491508111832057856  175.18668 -25.33095      47        42        39     1.388110  17.101  17.338  16.704    0.459    0.381    3.867    1.495  0.111  0.125     1.258  0.000      0.000   1.007      ACEP_F  -999       c,g
 6653018415835666304  270.00548 -55.34522      22        19        20     1.391740  17.274  17.533  16.826    0.483    0.326    3.713    1.774 -0.113  0.119     1.247  0.000      0.000   0.980         ---  -999    NC:c,e
 5851370058646053120  205.56594 -66.97277      30        27        27     1.391850  15.248  15.758  14.573    0.223    0.061    4.163    2.437  0.164  0.035     1.245  0.000      0.000   0.983     DCEP_1O     N         g
 6747998662649555840  296.77137 -32.10372      32        28        29     1.395690  16.963  17.279  16.425    0.251    0.075    4.242    5.631 -0.046  0.106     1.257  0.132      0.548   1.080       BLHER     N       c,g
 5935901715187592704  255.13630 -53.09007      40        38        38     1.398790  15.450  15.921  14.776    0.528    0.296    4.409    2.468 -0.002  0.045     1.291  0.000      0.000   1.070      DCEP_F     N      -999
 5333445449935612416  173.79887 -64.23340      26        24        21     1.398800  18.027  18.808  16.976    0.245 -999.000    3.600 -999.000  0.387  0.464     1.523  3.084     95.721   3.221         ---  -999    NC:e,f
 4637883330365589376   19.13912 -75.74839      29        27        26     1.399160  16.910  17.173  16.483    0.117 -999.000    4.871 -999.000 -0.038  0.057     1.203  0.064      0.125   1.031     DCEP_1O  -999      -999
 5615958881027868544  115.24714 -22.49207      32        28        25     1.399280  15.456  16.233  14.689    0.465    0.289    4.030    1.851  0.047  0.038     1.293  0.000      0.000   0.926      DCEP_F     N      -999
 2402633571858638848  340.00158 -17.38122      16        14        15     1.407570  12.934  13.878  11.977 -999.000 -999.000 -999.000 -999.000 -0.056  0.037     1.340  0.000      0.000   0.975       OTHER  -999      -999
 1400474455952839168  240.93060  50.22592      28        26        27     1.409640  13.983  14.191  13.627    0.537    0.382    4.323    2.340  0.031  0.017     1.208  0.058      0.806   1.175      ACEP_F  -999      -999
 6634099604595037952  270.98630 -62.24622      37        31        33     1.416300  15.972  16.263  15.506    0.377    0.145    4.313    2.285  0.059  0.073     1.233  0.000      0.000   1.006       BLHER     N      -999
 6705409393286877312  280.41224 -47.11430      15        13        14     1.420040  15.887  16.154  15.456    0.247 -999.000    3.508 -999.000  0.010  0.060     1.213  0.000      0.000   0.952         ---  -999    NC:c,b
 5916814158936714240  256.91258 -57.11977      28        26        25     1.420400  13.346  13.584  12.950    0.271 -999.000    4.280 -999.000  0.862  0.023     1.201  0.000      0.000   0.997       OTHER  -999      -999
 6217945208078563840  224.05116 -30.37589      23        24        22     1.423880  16.187  16.491  15.440    0.390    0.180    4.257    2.411 -0.072  0.058     1.243  0.000      0.000   1.050       BLHER     N      -999
 4112617278265348480  257.97672 -24.27152      19        13        14     1.425230  17.029  17.719  16.297    0.263 -999.000    3.951 -999.000 -0.068  0.124     1.294  0.307      2.021   1.135         ---  -999    NC:e,f
 4122020821451345664  259.72364 -19.99288      20        16        16     0.434080  16.396  16.761  15.785    0.287 -999.000    3.251 -999.000  0.068  0.077     1.301  0.000      0.000   0.999        RRAB  -999       a,e
 6041296020697361408  239.83915 -28.02809      30        32        29     1.427510  14.379  14.692  13.860    0.310 -999.000    4.269 -999.000  0.016  0.038     1.227  0.000      0.000   1.080       BLHER     N      -999
 4627114812265929856   55.76893 -76.93405      27        22        23     1.429920  17.947  18.307  17.500    0.386    0.290    4.071    1.999 -0.148  0.116     1.211  0.394      1.426   1.122      DCEP_F  -999      -999
 4690838421706602624   15.93439 -70.90033      28        22        23     1.430440  17.334  17.581  16.939    0.466 -999.000    4.039 -999.000 -0.050  0.086     1.256  0.202      0.789   1.040      DCEP_F  -999      -999
 6038694026431516032  242.95717 -29.60572      39        34        32     1.430970  15.143  15.463  14.616    0.280 -999.000    3.932 -999.000  0.082  0.040     1.213  0.000      0.000   1.005       BLHER  -999      -999
 4637822960304562560   24.11091 -75.12545      30        28        23     1.431130  17.248  17.493  16.818    0.613 -999.000    4.449 -999.000  0.026  0.066     1.220  0.000      0.000   1.022      DCEP_F  -999      -999
 4516275214060040320  287.75622  19.04113      30        28        28     1.434650  15.186  15.877  14.358    0.332 -999.000    4.153 -999.000  0.123  0.038     1.310  0.000      0.000   1.012       BLHER  -999      -999
 1745948770410643328  322.45908  12.17401      16        16        15     1.437760  14.876  15.082  14.426    0.383 -999.000    3.970 -999.000  0.082  0.044     1.280  0.168      3.327   1.337       BLHER  -999       f,g
 5511121271942890496  112.18659 -44.47128      27        26        23     1.437770  11.159  11.525  10.696    0.158 -999.000    5.486 -999.000  0.555  0.023     1.226  0.000      0.000   0.925       BLHER  -999      -999
 4108984530571244288  259.05358 -26.90609      20        20        20     1.440870  15.972  16.870  15.012    0.392 -999.000    4.251 -999.000  0.209  0.054     1.358  0.000      0.000   0.841       BLHER     N      -999
 4650280594551796864   83.97161 -74.03424      27        25        27     1.442140  16.552  16.863  16.085    0.197    0.094    4.283    2.411  0.033  0.064     1.206  0.000      0.000   1.023     DCEP_1O  -999      -999
 4688096922599486336   22.41111 -70.44117      29        27        28     1.446330  16.549  16.773  16.138    0.165 -999.000    4.405 -999.000 -0.113  0.052     1.213  0.000      0.000   1.023     DCEP_1O  -999      -999
 4112253619135794304  256.50523 -25.36121      20        15        15     1.452600  15.707  16.160  15.051    0.298 -999.000    4.178 -999.000  0.072  0.061     1.252  0.000      0.000   1.011       BLHER     N      -999
 4624268829496653696   76.53330 -78.36827      27        23        24     1.453370  17.925  18.170  17.399    0.375 -999.000    4.892 -999.000 -0.017  0.103     1.218  0.170      0.316   1.062      ACEP_F  -999      -999
 6244421207555427456  245.65040 -20.97561      28        29        28     1.454830  15.143  15.499  14.575    0.423 -999.000    3.956 -999.000  0.041  0.045     1.272  0.000      0.000   1.062       BLHER  -999      -999
 4649981772207548672   89.03492 -74.93384      23        21        20     1.455330  16.501  16.861  16.023    0.192 -999.000    4.282 -999.000 -0.054  0.047     1.208  0.000      0.000   0.880     DCEP_1O  -999      -999
 6027070573648725632  251.47116 -33.16585      35        32        32     1.455940  13.886  14.469  13.134    0.479    0.305    4.294    2.521  0.162  0.031     1.272  0.000      0.000   0.939      DCEP_F     N      -999
 4326738650856461312  252.23818 -13.89193      37        32        31     1.456570  14.865  15.560  14.049    0.287    0.068    4.177    5.499  0.219  0.035     1.325  0.000      0.000   1.042       BLHER  -999      -999
 1328057184175359488  250.44366  36.45772      29        26        26     1.459130  13.947  14.056  13.497    0.238    0.080    3.891    5.781  0.123  0.023     1.310  0.071      1.106   1.232       BLHER  -999      -999
 5599213559455496064  113.84749 -30.44930      35        31        28     1.459800  16.278  16.458  15.945    0.109 -999.000    4.364 -999.000  0.148  0.043     1.210  0.075      0.359   1.020       OTHER  -999      -999
 6482342638901422080  310.46427 -47.11198      26        27        26     1.462000  13.477  13.687  13.094    0.328 -999.000    4.004 -999.000  0.133  0.026     1.201  0.082      1.878   1.268       BLHER  -999      -999
 1645386337417280384  227.57280  66.85478      28        25        24     1.466120  17.927  18.180  17.536    0.400    0.313    3.847    1.956 -0.031  0.113     1.236  0.000      0.000   1.033      ACEP_F  -999      -999
 3466676191474181504  178.70976 -33.65471      38        36        34     1.468810  17.246  17.481  16.884    0.608    0.417    4.421    2.189  0.171  0.093     1.222  0.000      0.000   0.931         CEP     N     c,g,i
 6005949436284345856  230.15253 -39.84341      35        31        31     1.469650  15.628  15.909  15.173    0.324 -999.000    4.086 -999.000  0.042  0.046     1.222  0.000      0.000   1.070       BLHER     N      -999
 6743633807648701696  289.93062 -34.94866      17        14        13     1.474250  17.947  18.221  17.552    0.218 -999.000    3.526 -999.000  0.140  0.175     1.175  0.000      0.000   1.096       OTHER  -999      -999
 4316782057716383232  295.23202  12.61941      29        24        25     1.480710  13.721  14.203  13.193    0.588    0.412    4.318    2.454  0.095  0.025     1.231  0.000      0.000   0.989      ACEP_F  -999      -999
 4628136842683168768   67.51002 -75.72853      25        22        18     1.480780  17.658  17.997  17.159    0.457    0.257    4.460    2.767  0.134  0.106     1.241  0.000      0.000   1.043      ACEP_F  -999      -999
 3710097345624721152  190.71362   7.45504      64        58        60     1.483180  14.860  15.085  14.467    0.389    0.181    4.343    2.473 -0.030  0.035     1.210  0.000      0.000   1.051      ACEP_F  -999      -999
